Key,fr-fr,sv,de,es-es,es-es-female,ru,ru-female,uk,uk-female,zh-hans,ja,pt-br,pt-br-female
hh_punk_impression_1,"Ça ne m'a pas étonné quand il a dit qu'il se sentait seul, juste je m'attendais pas que ce soit lui qui le dise. Il m'a aussi demandé de mettre de la meilleure musique. ''''Un truc rapide.'''' Ça l'aide à réfléchir. Je crois qu'il réfléchis trop.","Jag blev inte förvånad när han sa att han kände sig ensam, bara överraskad över att han berättade det. Han bad mig att spela bättre musik också. """"Vad som helst som går snabbt."""" Det hjälper honom tänka. Jag tror han tänker för mycket. ","Yalnız hissettiğini söylediğinde şaşırmadım, sadece bunu söylediğine şaşırdım. Ayrıca benden daha iyi müzik çalmamı istedi. ""Hızlı bir şey olsun."" Düşünmesine yardımcı oluyor. Bence çok fazla düşünüyor.","Cuando dijo que se sentía solo no me sorprendió ni lo más mínimo, aunque el hecho de que lo dijera me pilló por sorpresa. También me dijo que pusiera mejor música. «Algo más rápido». Es porque le ayuda a pensar. Creo que piensa demasiado.",,"Он признался, что чувствует себя одиноко. Удивило, что сказал это вслух. Попросил включить музыку повеселее: «Чёт быстрое». Говорит, помогает думать. Хотя, по-моему, он думает слишком много.",,"Мене не здивувало, коли він зізнався, що почувається самотньо. Здивувало інше - що він сказав це вголос. Ще він попрохав поставити щось швидше: мовляв, так йому легше думати. Гадаю, він думає забагато.",,"他说他很孤单，这我倒不惊讶，只是惊讶他居然会说出来。他让我放点更好听的音乐。""只要是快歌就行。""快节奏能帮助他思考。我觉得他想太多了。",「孤独なんだ」という彼の言葉には驚かなかった。もっとも、それを伝えてきたこと自体には驚いたが。もっといい音楽をかけてくれ、とも言われた。「テンポが早いやつにしてくれ」だそうだ。考え事をしやすくなるらしい。きっと、考えすぎる奴なんだ。,"Não estou surpreso quando ele me disse que se sentia sozinho, só fiquei surpreso por ele falar. Ele também me pediu para tocar uma música melhor. """"Algo mais rápido."""" Isso o ajuda a pensar. Acho que ele pensa demais.","Não estou surpresa quando ele me disse que se sentia sozinho, só fiquei surpresa por ele falar. Ele também me pediu para tocar uma música melhor. """"Algo mais rápido."""" Isso o ajuda a pensar. Acho que ele pensa demais."
hh_punk_impression_2,"Je n'ai jamais su le nom de son chien, il était trop timide de toute façon. Il parlait des animaux, de comment ils méritent mieux, et m'a demandé si je voulais essayer d'être straight edge, comme lui. Mais surtout, il parlait musique.","Jag fick aldrig veta hundens namn, den var så blyg. Han pratade om djur och hur de förtjänar bättre, och frågade om jag hade funderat på att bli straight-edge, som han. Men för det mesta pratade han om musik. ","Köpeğinin adını hiç öğrenemedim, zaten çok utangaçtı. Hayvanlardan ve daha iyisini hak ettiklerinden bahsetti ve benim de onun gibi alkol ve uyuşturucudan uzak durmayı düşünüp düşünmeyeceğimi sordu. Ama çoğunlukla müzikten bahsetti.","Nunca me llegué a enterar del nombre de su perra, aunque era muy tímida. Habló de los animales y de cómo se merecen algo mejor y me preguntó si me plantearía llevar una vida limpia, como él. Aunque hablaba de música más que nada.",,"Имя собаки я так и не уловил. Она всё равно держалась в стороне. Парень говорил про животных, мол они заслуживают лучшего, и спросил, не думал ли я податься в стрейтэдж, как он. Но в основном он говорил о музыке.","Имя собаки я так и не уловила. Она всё равно держалась в стороне. Парень говорил про животных, мол они заслуживают лучшего, и спросил, не думала ли я податься в стрейтэдж, как он. Но в основном он говорил о музыке.","Я геть не запам'ятав ім'я його собаки, та й надто вже вона була сором'язлива. Він усе торочив про тварин і як вони заслуговують на краще, а ще питав чи не хочу я теж стати стрейтедж, як він. Але найбільше він балакав про музику.","Я геть не запам'ятала ім'я його собаки, та й надто вже вона була сором'язлива. Він усе торочив про тварин і як вони заслуговують на краще, а ще питав чи не хочу я теж стати стрейтедж, як він. Але найбільше він балакав про музику.",我一直不知道他的狗叫什么。狗狗太害羞了。他聊了一些动物的事，说它们应该生活得更好，问我想不想像他一样做个清醒派。不过，大部分时候他都在聊音乐。,名前を聞きそびれたが、とてもおとなしい犬だった。少年は動物のことを話した。動物はもっとよい扱いを受けるべきだとも言っていた。それから、酒や煙草にドラッグ、フリーセックスを否定するストレート・エッジの生き方に誘われた。でも、たいていは音楽の話をしてた。,"Eu nunca entendi o nome de sua cadela, ela era tão tímida. Ele conversou sobre animais e disse como eles mereciam coisas melhores, e me perguntou se eu consideraria ser careta, assim como ele. Mas, em sua maior parte, ele só conversou sobre música.",
hh_dog_name,La Chienne,Hunden,Köpek,La Perra,,Собака,,Собака,,狗狗,犬,A Cadela,
hh_dog_desc,Boule de poile.,Vovve skunkig lunkig,doggo skunky wunky,Perrota apestosota rarota,,собака-барабака,,собацюра засмердцюра дуркоцюра,,臭臭的萌萌的狗狗。,ヘアリーxスメリーxミス・ドギー,Cadela na cabeça,
hh_dog_impression_0,"Un pelage blanc tout doux sur un corps maigrelet. Elle me laissait caresser sa tête, et la façon dont elle insitait pour en avoir plus était adorable.","Mjuk vit päls på en benig kropp. Nu lät hon mig klappa hennes huvud, och det var gulligt när hon tryckte tillbaka för att få mer klapp.",Kemikli bir vücutta yumuşak beyaz tüyler. Artık başını okşamama izin veriyordu ve daha fazlasını istemek için geri itmesi çok sevimliydi.,"Un pelaje blanco en un cuerpo que estaba en los huesos. Me dejaba acariciarle la cabeza, y el modo en que siempre me pedía más era de lo más adorable.",,Мягкая белая шерсть на тощем теле. Теперь она позволяла мне гладить её голову и сама тёрлась в ответ - милота.,,"М'яка біла шерсть на кістлявому тулубі. Тепер вона дозволяє мені погладити голову, а те, як вона тулилася, випрошуючи ще, було просто чарівно.",,她瘦骨嶙峋的身上长着柔软的白色毛发。现在她愿意让我摸她的头了。她歪着头求更多摸摸的样子超可爱。,スリムな体にふわふわの白い毛。頭を撫でさせてくれるようになった。もっと撫でてと頭を押し付けてくる仕草が愛しい。,Pelugem branca e macia em um corpo cheio de ossos. Ela me deixa acariciar a sua cabeça e a forma como ela pedia por mais afago era adorável.,
hh_dog_impression_1,"Au début, elle ne semblait pas être une chienne très joueuse, mais une fois lancée, elle devenait vraiment rigolote.","Hon verkade inte så lekfull först, men när vi fick igång henne var hon väldigt rolig. ",İlk başta en oyuncu köpek gibi görünmüyordu ama bir kere onu harekete geçirdiğimizde çok eğlenceli oluyordu.,"No parecía la perra más juguetona del mundo de primeras, pero una vez empezamos nuestro viaje, era súper divertida.",,"Сначала она не казалась особо игривой, но стоило завести - и веселья хватало сполна.",,"Спершу вона не здавалася найграйливішою собакою, але варто було її розворушити - вона давала ще тих чортів.",,最开始看到她的时候，我觉得她不怎么爱玩，可是熟起来之后，她就成了个开心果。,初めは遊ぶのがあまり好きじゃなさそうに見えたけど、いったんその気になると、とびきり愉快な犬だった。,"Inicialmente, ela não parecia ser uma das cadelas mais brincalhonas, mas assim que ela se soltava, ela ficava bem divertida.\n",
hh_dog_impression_2,"Parfois, on s'arrêtait pour jouer à la balle; c'est une borzoi après tout, elle a besoin de courir! Beaucoup!","Ibland stannade vi och kastade pinne; hon är en Borzoi, ändå, och hon måste få springa! Mycket!","Bazen durup top yakalama oyunu oynardık; sonuçta o bir Borzoi, koşması gerekiyor! Hem de çok!","A veces nos deteníamos a jugar a lanzar la pelota; al fin y al cabo, es una borzoi, ¡necesita correr! ¡Y mucho!",,"Иногда мы останавливались поиграть в «апорт». Всё-таки она борзая, ей нужно бегать! И много!",,"Іноді ми зупинялися й грали у «кинь-принеси». Усе ж вона - хортиця, їй потрібно бігати! І багато!",,有时候我们会停车玩抛接游戏。她毕竟是条狼狗，她需要尽情奔跑！,ときどき車を停めて、取って来いで遊んでいる。なにしろ、ボルゾイは走らせてあげる必要がある犬だ！それもたっぷりと！,"Às vezes, pararíamos para brincar; afinal, ela é uma borzoi, ela precisa correr! E muito!",
hh_kid_name,La Gamine,Ungen,Çocuk,La Niña,,Мелкая,,Дитя,,小朋友,少女,A Criança,
hh_kid_desc,Doit faire pipi TOUT LE TEMPS,måste kissa HELA TIDEN,SÜREKLİ çişe duruyor,Tiene que mear TODO EL RATO,,ПОСТОЯННО хочет писать,,ПОСТІЙНО хоче пісяти,,动不动就要嘘嘘。,トイレ休憩小娘,Precisa fazer xixi O TEMPO TODO,
hh_kid_impression_0,"Je l'ai trouvée au bord de la route, étrangement optimiste. Elle m'a dit qu'elle pensait avoir pris le bon bus, mais qu'il l'avait déposée ici. Je lui ai demandé si elle voulait appeler sa maman, mais elle ne se souvenait plus du numéro.","Hon såg märkligt optimistisk ut när jag hittade henne vid vägkanten. Hon sa att hon trodde att hon tagit rätt buss, men att den släppte av henne här. Jag frågade om hon ville ringa sin mamma, men hon mindes inte numret. ","Onu yol kenarında, garip bir şekilde iyimser bir halde buldum. Doğru otobüse bindiğini düşündüğünü, ancak otobüsün onu burada indirdiğini söyledi. Annesini aramak isteyip istemediğini sordum ama numarayı hatırlayamadı.","La encontré a un lado de la carretera mirando raramente optimista. Dijo que creía que había subido al bus correcto, pero que la dejó ahí. Le pregunté si quería que llamásemos a su madre, pero no se acordaba del número.",,"Я увидел её у обочины дороги - удивительно воодушевлённую. Сказала, вроде бы села на нужный автобус, но он высадил её здесь. Я предложил позвонить маме, но она не смогла вспомнить номер.","Я увидел её у обочины дороги - удивительно воодушевлённую. Сказала, вроде бы села на нужный автобус, но он высадил её здесь. Я предложила позвонить маме, но она не смогла вспомнить номер.","Вона сиділа край дороги й мала на диво оптимістичний вигляд. Сказала, що ніби-то сіла на правильний автобус, але її висадили посеред нічого. Я запропонував задзвонити її мамі - сказала, що не пригадує номер.","Вона сиділа край дороги й мала на диво оптимістичний вигляд. Сказала, що ніби-то сіла на правильний автобус, але її висадили посеред нічого. Я запропонувала задзвонити її мамі - сказала, що не пригадує номер.",我发现她的时候，她乐呵呵地站在路边。她说她觉得自己搭对了车，但那辆车却把她扔在这儿了。我问她想不想给妈妈打电话，但她不记得号码。,道端で見かけたとき、妙に楽観的な顔をしてた。「ちゃんとバスに乗ったと思ったのに、ここで降ろされちゃった」とのこと。母親に電話したらどうかか聞いたが、彼女は番号を思い出せなかった。,"Eu a encontrei no acostamento da estrada aparentando estar otimista. Ela disse que pensou ter pegado o ônibus certo, mas o ônibus a deixou aqui. Perguntei se ela queria ligar para a sua mãe, mas ela não conseguiu se lembrar do número.",
hh_kid_impression_1,J'ai vu un ticket dépasser de son sac - c'était pour un bus Express. Elle a dû prendre un bus local par erreur. Mais c'est plutôt sympa de l'avoir avec moi. Elle m'a dit qu'elle allait chez son père.,Jag såg en biljett i hennes väska - till en expressbuss. Hon måste ha tagit en lokalbuss av misstag. Men det är rätt kul att ha med henne. Hon sa att hon var på väg till sin pappa.,Çantasından dışarıya doğru uzanan bir bilet gördüm - ekspres otobüs biletiydi. Yanlışlıkla yerel bir otobüse binmiş olmalı. Yine de onun etrafta olması eğlenceli. Babasının evine gittiğini söyledi.,Vi que un billete sobresalía de su mochila: era para un autobús exprés. Debe de haber cogido un autobús local por accidente. Es divertido tenerla por aquí. Dijo que iba a casa de su padre.,,"Из сумки торчал билет на экспресс. Должно быть, перепутала и села на местный автобус. Но, признаться, с ней оказалось весело. Сказала, что ехала к отцу.",,"З її торбини стирчав квиток на міжміський автобус. Ймовірно, вона помилилася й застрибнула у приміський. Чесно кажучи, з нею навіть весело. Каже, що хоче знайти свого татка.",,一张票从她包里冒出来，我看见了，是张快速大巴的票。她肯定是不小心搭成了本地公交。载着她到处跑还挺有趣的。她说她要去找爸爸。,彼女のバッグから高速バスの切符がはみ出ていた。間違えてローカル路線バスに乗ってしまったに違いない。とは言え、同乗者として楽しい子だ。父親のところに行くつもりだったそうだ。,Eu vi um bilhete em sua mochila - era para um ônibus Expresso. Ela deve ter pegado um ônibus local por acidente. Até que foi divertido passar um tempo com ela. Ela comentou que estava a caminho da casa de seu pai.,
hh_kid_impression_2,"C'est le genre de gamine qui me ferait presque souhaiter avoir une petite soeur. C'est à la fois un peu agaçant et vraiment amusant de l'entendre jouer à l'arrière avec ses jouets. Plus que tout, j'aimerais encore avoir son imagination.",Hon är den sortens unge som får mig att önska att jag hade en lillasyster. Det är både irriterande och roligt att höra henne leka med sina leksaker i baksätet. Mer än någonting önskar jag att jag fortfarande hade hennes fantasi.,"Bana küçük bir kız kardeşim olmasını dilettiren türden bir çocuk. Arkada oyuncaklarıyla oynarken onu dinlemek hem biraz sinir bozucu hem de gerçekten eğlenceli. Her şeyden çok, onun hayal gücüne hala sahip olmayı diliyorum.","Es la clase de niña que me hace desear haber tenido una hermanita. Es a la vez una pequeña molestia y súper divertido y entrañable escucharla jugar con sus juguetes en la parte de atrás. Más que nada, desearía tener la imaginación de la que hace gala.",,"Она из тех детей, из-за которых хочется, чтобы у меня была младшая сестрёнка. Чуть раздражает, но в то же время классно слушать её игры на заднем сиденье. Как же мне хочется вернуть себе её воображение.",,"Вона з тих дітей, які змушують мене хотіти мати молодшу сестричку. Її копирсання з іграшками на задньому сидінні водночас і дратує, і неабияк тішить. Ех... от би й у мене досі була така уява, як у неї.",,看着她，我会希望自己有个妹妹。她在后座玩玩具，那动静既烦人又有趣。我最希望的，就是自己还有她那样丰富的想象力。,彼女がいると、妹がいたらよかったと思ってしまう。後部座席の彼女が玩具で遊んでいるのが聞こえてくるが、うっとうしくもあり、楽しくもある。彼女の想像力が、何よりもうらやましい。,"Ela é o tipo de criança que me faz desejar ter uma irmãzinha. É tão divertido e irritante ouvi-la brincar na parte de trás do carro com os seus brinquedos. Mais do que tudo, gostaria de ainda ter a sua imaginação.",
hh_songwriter_name,Le Compositeur,Trubaduren,Şarkı Yazarı,El Cantautor,,Бард,,Пісняр,,唱作人,ソングライター,O Compositor,
hh_songwriter_desc,Musicien,musiker,Müzisyen,Músico,,музыкант,,музикант,,音乐家。,ミュージシャン,Músico,
hh_songwriter_impression_0,"Certaines personnes ont des visages faciles à lire. Il a dit qu'il était en tournée et qu'il avait besoin d'être déposé... Bon, ben d'accord. Il avait l'air épuisé. Je me demande où il a dormi la nuit dernière. Au moins, son chat n'a pas l'air affamé.",Vissa människor är så lätta att läsa. Han sa att har var på turné och behövde skjuts... visst. Han såg utmattad ut. Jag undrar var han sov inatt. Katten såg i alla fall mätt ut.,Bazı insanların yüz ifadelerini okumak çok kolay. Turnede olduğunu ve arabaya ihtiyacı olduğunu söyledi... tabii ki. Çok yorgun görünüyordu. Dün gece nerede uyuduğunu merak ediyorum. En azından kedisi aç görünmüyor.,"Algunas personas son como un libro abierto, incluso sus caras son fáciles de leer. Me dijo que estaba de gira y necesita darse una vuelta... Ya, claro. Parecía estar cansado. Me pregunto dónde habrá dormido anoche. Al menos su gato no parece tener hambre.",,"Лица некоторых людей так легко читать. Он сказал, что в турне и ловит попутку... конечно. Выглядел уставшим. Интересно, где он прошлую ночь провёл. Хотя бы его кот не выглядит голодным.",,"Обличчя деяких людей так легко читати. Він сказав, що гастролює, і попросив підвезти... авжеж. Мав утомлений вигляд. Цікаво, де він ночував. Хоч його киця не виглядала голодною.",,有些人的心事全写在脸上。他说他在巡演，需要我载他一程......行吧。他一脸倦容，不知道昨天晚上睡没睡过觉。至少他的猫看起来不饿。,表情が読みやすい人間もいる。「ツアー中なんだけど、移動手段に困ってね」とのことだが...そういうことにしておこう。とても疲れているように見える。昨夜はどこで眠ったのだろう。少なくとも、連れている猫には食べさせてやれているようだが。,"Algumas pessoas têm um rosto fácil de ser lido. Ele disse que estava em turnê e precisava de carona... claro. Ele parecia tão cansado. Gostaria de saber onde dormiu na noite passada. Pelo menos, o seu gato não parece estar com fome.",
hh_songwriter_impression_1,"Apparemment, il a rompu avec sa copine juste avant de partir en ''''tournée'''' et lui a volé - enfin a pris - son chat quand il est parti. Il a dit qu'il devait rompre avec elle pour ne pas être infidèle, que c'était 'la bonne chose à faire'.","Tydligen gjorde han slut med sin flickvän precis innan han åkte iväg på den här """"turnén"""" och stal hennes - jag menar, tog med sin - katt när han stack. Han sa att han var tvungen att göra slut för att inte vara otrogen, att det var 'the right thing to do'.","Görünüşe göre bu ""turneye"" çıkmadan hemen önce kız arkadaşından ayrılmış ve giderken onun - yani kendi - kedisini çalmış. Sadakatsiz olmamak için ondan ayrılmak zorunda kaldığını, bunun 'doğru şey' olduğunu söyledi.","Al parecer, rompió con su novia antes de salir de «gira» y le robó su..., bueno, digamos que se llevó su gato cuando se fue. Dijo que tenía que romper con ella para no ser infiel, que era «lo correcto».",,"Оказывается, он разошёлся с девушкой прямо перед тем, как пуститься в это своё «турне», и спёр её... эмм... то бишь забрал своего кота. Говорил, что должен был с ней порвать, чтобы не изменять - мол, так будет «правильнее».",,"Ймовірно, він розійшовся з дівчиною напередодні цих своїх «гастролей» і поцупив її - тобто прихопив свою - кицю із собою. Каже - мусив розійтися з нею, щоб не зраджувати, і це «було правильним рішенням».",,"看样子，他出门""巡演""之前跟女朋友分手了，还偷了她--我是说，带了他的猫一起上路。他说这个手必须分，不然自己之后做的事就算出轨。他说""这是正确的选择""。",彼女と別れ、それで彼女の猫を盗んで...いや、自分の猫を連れて「ツアー」に出たということらしい。元カノと別れたのは彼なりの誠意で、「正しいこと」だったと言っていた。,"Aparentemente, ele acabou o namoro com sua namorada antes de sair nessa """"turnê"""" e roubou o gato dela - quer dizer, o seu gato - quando foi embora. Ele disse que precisou acabar com ela para não ser infiel, pois era a 'coisa certa a fazer'.",
hh_songwriter_impression_2,Il a écrit quelques chansons pendant qu'on était sur la route ensemble et a commencé à les jouer pendant les pauses. Il n'est pas mauvais. Pas génial non plus. Mais vraiment pas mauvais. J'espère que cette ''''tournée'''' l'a aidé à gérer sa séparation avec son ex.,"Han skrev några låtar medans vi var ute på vägarna tillsammans och spelade dem på olika platser där vi stannade. Han är inte dålig. Inte toppen heller. Men verkligen inte dålig. Jag hoppas att hans """"turné"""" har hjälpt honom hantera allt med hans ex. ","Birlikte yolda olduğumuz süre boyunca birkaç şarkı yazdı ve duraklarda çalmaya başladı. Fena değil. Harika da değil. Ama gerçekten fena değil. Umarım bu ""turneye"" çıkması eski sevgilisiyle başa çıkmasına yardımcı olmuştur.","Escribió algunas canciones mientras pasábamos tiempo juntos en la carretera y empezó a tocarlas en las paradas. No es malo del todo. Tampoco es un genio. Pero, a decir verdad, no lo hace nada mal. Espero que esta «gira» le haya ayudado a lidiar con lo de su ex.",,"Пару песен он накатал, пока мы ехали, и даже стал их играть на остановках. Он неплох. Не Высоцкий, конечно. Но правда неплох. Надеюсь, это «турне» помогло ему устаканить всё с бывшей.",,"За час нашої спільної подорожі він написав кілька пісень і грав їх на зупинках. Він непоганий. Не маестро, звісно. Але справді нічогенький. Сподіваюся, ці «гастролі» допомогли йому пережити розрив із колишньою.",,"我们一起旅行的时候，他写了几首歌，还在停车时演奏。他水平不错。不惊艳，但也绝不算糟糕。但愿这次""巡演""能帮他处理好他和前女友的问题。",一緒に旅をしている間、いくつか曲を書き、立ち寄った先で演奏するようになった。悪くない。すごくいいってわけでもないけど、本当に悪くない。この「ツアー」で元カノのことを乗り越えられたらいいけど。,"Ele escreveu algumas músicas enquanto estávamos juntos na estrada e começou a tocá-las durante as paradas. Ele não é nada mal. Mas também não é ótimo. Espero que essa """"turnê"""" tenha o ajudado a lidar com a situação de sua ex.",
hh_stranger_name,Le Banlieusard,Främlingen,Yabancı,El Extraño,,Проходимец,,Бродяга,,怪客,流れ者,O Estranho,
hh_stranger_desc,Très étrange,Väldigt märklig,Çok tuhaf,De lo más extraño,,Очень мутный,,Дуже підозрілий,,超级怪胎。,ド変人,Muito estranho,
hh_stranger_impression_0,"Il n'a pas mis longtemps avant de me raconter combien d'argent il avait gagné une fois... avant de tout perdre. Il a l'air d'être quelqu'un de capable, mais je ne lui confierais pas ma vie.","Det tog inte många minuter innan han började berätta för mig om hur mycket pengar han hade haft innan han förlorade allt. Han verkar väl kapabel, men inte speciellt pålitlig. ","Çok geçmeden bana bir zamanlar ne kadar para kazandığını, sonra hepsini kaybettiğini anlatmaya başladı. Yetenekli biri gibi görünüyordu, ama hayatımı ona emanet etmezdim.","No pasó mucho tiempo hasta que empezó a decirme todo el dinero que hizo una vez y cómo lo perdió todo después. Parece alguien competente, pero no le confiaría mi vida.",,"Почти сразу он начал бахвалиться, сколько денег когда-то поднимал, прежде чем всё просадил. На вид вроде толковый, но жизнь бы я ему не доверил.","Почти сразу он начал бахвалиться, сколько денег когда-то поднимал, прежде чем всё просадил. На вид вроде толковый, но жизнь бы я ему не доверила.","Майже одразу він почав хвалитися, скільки колись зумів заробити - перш ніж усе спустив. Хлоп наче тямущий, але життя йому би я не довірив, ні.","Майже одразу він почав хвалитися, скільки колись зумів заробити - перш ніж усе спустив. Хлоп наче тямущий, але життя йому би я не довірила, ні.",上车没多久，他就开始讲故事：虽然最后全没了，但他曾经富得流油。他看起来很有本事，但我可不会完全相信他。,彼がどれほどの大金を稼ぎ、失ったか話し始めるまで時間はかからなかった。有能そうではあるが、命を預けるほど信頼できる相手じゃない。,"Não demorou muito até ele começar a falar sobre o tanto de dinheiro que ele fez um dia, antes de perder tudo. Ele parece ser do tipo capaz de fazer isso, mas eu não o confiaria com a minha vida.",
hh_stranger_impression_1,"Je ne sais pas trop, mais j'avais l'impression qu'il se foutait de tout ce que les gens lui disaient. Comme si tout le monde l'ennuyait. Sauf les jolies filles, qu'il pointait du doigt dès qu'on roulait.","Jag vet inte säkert, men det kändes som att han inte brydde sig om någonting. Som att alla var ointressanta. Alla förutom söta tjejer, som han brukade peka ut för mig när vi körde. ","Gerçekten bilmiyorum, ama sanki kimsenin ona söylediklerini umursamıyormuş gibi hissettim. Sanki herkes ilgisizdi. Güzel kızlar hariç, ki onları da araba sürerken hemen işaret ederdi.","No sé, no sé... pero creo que no le importó nada de lo que los demás le han contado. Es como que todo se la resbalaba y le parecía poco interesante. Todo, excepto las chicas guapas, claro. No había chica que se le escapase del radar mientras yo conducía, y tampoco se olvidaba de hacérnoslo saber.",,"Руку на отсечение не дам, но казалось, будто ему плевать на всё, что говорят другие. Словно все люди для него - скука. Все, кроме симпатичных девчонок - их-то он сразу примечал по дороге.",,"Гроші не поставлю, але склалося відчуття, що йому геть байдуже до будь-чиїх слів. Наче всі були йому нецікаві. Ну, окрім вродливих дівчат, яких він очима вихоплював із будь-якого натовпу.",,也许是我的错觉，但我觉得他根本不在乎别人跟他说的任何事，仿佛每个人都无聊透顶。唯独漂亮姑娘除外。路上看到美女，他总会马上指给我看。,はっきりとは言えないけど、彼は誰に何を言われても気にしないようだ。誰にも興味がないらしい。ただし美人は例外で、運転中に見かけるとすぐにそれを伝えてくる。,"Eu não sei mesmo, mas senti que ele não ligava para nada que diziam a ele. Como se ninguém fosse interessante. Com exceção das garotas lindas, as quais ele apontava imediatamente enquanto estávamos dirigindo.",
hh_stranger_impression_2,"Un soir, il est revenu après avoir perdu de l'argent, et il m'a dit de garder un oeil ouvert et faire gaffe à une bande de voyous. Il a dit qu'il avait juste besoin d'emprunter un peu d'argent pour un jeu - que ce ne serait pas un problème - qu'il le rembourserait vite.","En kväll, när han kom tillbaka efter en stor förlust, nämnde han att jag skulle hålla utkik efter några typer. Han sa att han bara behövde låna lite cash till ett spel - det var inga problem - han skulle tjäna tillbaka allt snart. ","Bir akşam, bir kayıptan döndükten sonra, birkaç serseriye dikkat etmem gerektiğini söyledi. Bir oyun için biraz para ödünç alması gerektiğini, sorun olmayacağını, yakında geri ödeyeceğini söyledi.","Una noche, cuando volvía de perder, me dijo que no perdiera de vista a un par de matones. Me dijo que solo tenía que pedir prestado algo de dinero para una partida, que no habría problema y que volvería pronto.",,"Однажды вечером, вернувшись после проигрыша, он обмолвился, что мне стоит остерегаться нескольких головорезов. Сказал, что всего лишь занял денег на игру - пустяки, скоро всё отыграет.",,"Одного вечора, коли повернувся після чергової невдалої спроби відігратися, він попередив, що мені варто стерегтися кількох лихварів. Мовляв, довелося позичити гроші для гри, та це проблема - швидко відіграється й поверне.",,有天傍晚，他输了钱回来，让我小心几个混混。他说他只是借了点钱去玩，没什么大不了。他很快就能赢回来。,ある夜、金をすって帰ってきて、ヤバい連中に気を付けろと言われた。ギャンブルで金を借りる羽目になったが、すぐに返せるから問題ないそうだ。,"Em uma noite, após se recuperar de uma perda, ele mencionou que eu deveria manter os olhos abertos para alguns bandidos. Ele disse que precisava pegar dinheiro emprestado para um jogo - que isso não seria um problema - pois ele voltaria logo.",
hh_idiot_name,Le Simplet,Idioten,Ahmak,El Idiota,,Идиот,,Телепень,,呆子,愚か者,O Idiota,
hh_idiot_desc,Très intelligent,Väldigt smart,Çok zeki,Mazo inteligente,,Очень умный,,Дуже розумний,,聪明绝顶。,実は賢者,Muito esperto,
hh_idiot_impression_0,"La façon dont il restait là, debout, à regarder l'horizon, me faisait un peu m'inquiéter pour lui. Je n'étais pas sûr(e) qu'il ait toute sa tête. Il m'a dit qu'il avait cueilli des fleurs pour sa soeur et qu'il attendait qu'on l'emmène chez elle.",Sättet som han bara stod där och stirrade ut i intet gjorde mig lite orolig. Jag var inte säker att han hade alla hästar hemma. Han sa att han hade plockat blommor till sin syster och väntade på att få lift till henne.,Orada öylece durup ufka bakması beni biraz endişelendirdi. Aklının yerinde olduğundan emin değildim. Kız kardeşi için çiçek topladığını ve onu götürmek için beklediğini söyledi.,La forma en que se quedó mirando al horizonte hizo que me preocupase por él. No estaba seguro de que estuviera del todo allí. Dijo que había cogido unas flores para su hermana y que estaba esperando a que le llevaran.,La forma en que se quedó mirando al horizonte hizo que me preocupase por él. No estaba segura de que estuviera del todo allí. Dijo que había cogido unas flores para su hermana y que estaba esperando a que le llevaran.,"То, как он просто стоял и глядел на горизонт, немного насторожило меня. Я не был уверен, что он в порядке. Сказал, что насобирал цветов для сестры и ждёт, пока его отвезут к ней.","То, как он просто стоял и глядел на горизонт, немного насторожило меня. Я не была уверена, что он в порядке. Сказал, что насобирал цветов для сестры и ждёт, пока его отвезут к ней.","Те, як цей хлоп стояв і втуплювався в обрій, викликало в мене легке занепокоєння. Було незрозуміло, чи він при тямі. Підійшовши до автівки, сказав, що зібрав трохи квітів для сестри й чекає на попутку, яка підвезе до неї.",,他站在路边盯着地平线，那模样让我有点担心。我不确定他的精神是否健全。他说他摘了些花要送给姐姐，正等人载自己去看她。,じっと立って水平線を見つめている彼の姿に、少し不安になった。ヤバい奴かもしれないと思ったんだ。そうしたら、「姉のために花を摘んだ。姉のところまで乗せてくれる人を待っている」と言われた。,A forma em que ele só ficou em pé e olhou para o horizonte fez com que eu me preocupasse com ele. Não tive certeza de que ele estava presente por completo. Ele disse que pegou algumas flores para sua irmã e que estava esperando ser levado a ela.,
